REF_DATE,GEO,DGUID,Tenure including first-time homebuyer status,Select housing indicators,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Other single-attached house,Number of households,Number,223,units,0,v1596486328,58.3.8.1,0,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Movable dwelling,Number of households,Number,223,units,0,v1596486334,58.3.9.1,0,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Movable dwelling,Number of households,Number,223,units,0,v1596486334,58.3.9.1,0,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Movable dwelling,Number of households,Number,223,units,0,v1596486334,58.3.9.1,0,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596486136,58.3.10.1,28000,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596486136,58.3.10.1,26100,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596486136,58.3.10.1,30700,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596486142,58.3.11.1,6500,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596486142,58.3.11.1,5000,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596486142,58.3.11.1,11600,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596486148,58.3.12.1,21500,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596486148,58.3.12.1,21100,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596486148,58.3.12.1,19100,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596486154,58.3.13.1,26200,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596486154,58.3.13.1,30700,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596486160,58.3.14.1,1700,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596486160,58.3.14.1,4100,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596486166,58.3.15.1,7700,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596486166,58.3.15.1,12000,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596486172,58.3.16.1,16800,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596486172,58.3.16.1,14600,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596486178,58.3.17.1,26100,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596486178,58.3.17.1,30700,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596486184,58.3.18.1,1900,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596486184,58.3.18.1,4000,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596486190,58.3.19.1,4600,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596486190,58.3.19.1,5700,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596486202,58.3.20.1,19600,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596486202,58.3.20.1,21000,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596486208,58.3.21.1,600,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596486208,58.3.21.1,200,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596486208,58.3.21.1,1100,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596486214,58.3.22.1,0,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596486214,58.3.22.1,0,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596486214,58.3.22.1,900,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596486220,58.3.23.1,1800,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596486220,58.3.23.1,1300,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596486220,58.3.23.1,2300,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596486226,58.3.24.1,300,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596486226,58.3.24.1,100,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596486226,58.3.24.1,0,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596486232,58.3.25.1,9400,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596486232,58.3.25.1,9000,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596486232,58.3.25.1,4100,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596486238,58.3.26.1,2100,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596486238,58.3.26.1,1700,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596486238,58.3.26.1,2700,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596486244,58.3.27.1,5000,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596486244,58.3.27.1,3300,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596486244,58.3.27.1,3700,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596486250,58.3.28.1,600,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596486250,58.3.28.1,2600,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596486250,58.3.28.1,2100,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596486256,58.3.29.1,7100,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596486256,58.3.29.1,9400,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596486256,58.3.29.1,9300,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596486268,58.3.30.1,1900,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596486268,58.3.30.1,0,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596486268,58.3.30.1,0,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596486274,58.3.31.1,2700,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596486274,58.3.31.1,2700,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596486274,58.3.31.1,5000,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596486280,58.3.32.1,100,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596486280,58.3.32.1,900,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596486280,58.3.32.1,900,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596486286,58.3.33.1,16900,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596486286,58.3.33.1,18300,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596486286,58.3.33.1,23400,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596486292,58.3.34.1,1200,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596486292,58.3.34.1,1700,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596486298,58.3.35.1,200,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596486298,58.3.35.1,0,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596486298,58.3.35.1,1300,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is not a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596486340,58.4.1.1,193000,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is not a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596486340,58.4.1.1,178900,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is not a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596486340,58.4.1.1,183400,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is not a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596486406,58.4.2.1,152900,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is not a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596486406,58.4.2.1,134400,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is not a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596486406,58.4.2.1,140600,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is not a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596486472,58.4.3.1,8300,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is not a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596486472,58.4.3.1,4100,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is not a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596486472,58.4.3.1,6600,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is not a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596486514,58.4.4.1,18800,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is not a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596486514,58.4.4.1,27700,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is not a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596486514,58.4.4.1,22400,,,,0
