REF_DATE,GEO,DGUID,Tenure including first-time homebuyer status,Select housing indicators,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596485332,57.4.16.1,965500,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596485332,57.4.16.1,963600,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596485338,57.4.17.1,1373700,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596485338,57.4.17.1,1391100,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596485344,57.4.18.1,123200,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596485344,57.4.18.1,129200,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596485350,57.4.19.1,246300,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596485350,57.4.19.1,316200,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596485362,57.4.20.1,1004200,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596485362,57.4.20.1,945700,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596485368,57.4.21.1,17600,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596485368,57.4.21.1,11700,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596485368,57.4.21.1,20300,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596485374,57.4.22.1,0,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596485374,57.4.22.1,0,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596485374,57.4.22.1,0,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596485380,57.4.23.1,89700,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596485380,57.4.23.1,54300,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596485380,57.4.23.1,74300,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596485386,57.4.24.1,57200,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596485386,57.4.24.1,48700,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596485386,57.4.24.1,27700,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596485392,57.4.25.1,139000,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596485392,57.4.25.1,148200,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596485392,57.4.25.1,205400,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596485398,57.4.26.1,108100,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596485398,57.4.26.1,68800,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596485398,57.4.26.1,89800,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596485404,57.4.27.1,264700,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596485404,57.4.27.1,227200,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596485404,57.4.27.1,206800,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596485410,57.4.28.1,55100,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596485410,57.4.28.1,91500,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596485410,57.4.28.1,29600,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596485416,57.4.29.1,460100,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596485416,57.4.29.1,518600,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596485416,57.4.29.1,447600,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596485428,57.4.30.1,90700,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596485428,57.4.30.1,85800,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596485428,57.4.30.1,91200,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596485434,57.4.31.1,240300,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596485434,57.4.31.1,199600,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596485434,57.4.31.1,143300,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596485440,57.4.32.1,33700,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596485440,57.4.32.1,14300,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596485440,57.4.32.1,24300,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596485446,57.4.33.1,394200,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596485446,57.4.33.1,382500,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596485446,57.4.33.1,419900,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596485452,57.4.34.1,6700,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596485452,57.4.34.1,17600,,,,0
2018,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596485458,57.4.35.1,14000,,,,0
2021,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596485458,57.4.35.1,7500,,,,0
2022,"Toronto, Ontario",2021S0503535,Owner who is not a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596485458,57.4.35.1,65600,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596485500,57.5.1.1,729800,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596485500,57.5.1.1,808000,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596485500,57.5.1.1,923600,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Single-detached house,Number of households,Number,223,units,0,v1596485566,57.5.2.1,41400,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Single-detached house,Number of households,Number,223,units,0,v1596485566,57.5.2.1,74100,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Single-detached house,Number of households,Number,223,units,0,v1596485566,57.5.2.1,84800,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Semi-detached house,Number of households,Number,223,units,0,v1596485632,57.5.3.1,17800,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Semi-detached house,Number of households,Number,223,units,0,v1596485632,57.5.3.1,19300,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Semi-detached house,Number of households,Number,223,units,0,v1596485632,57.5.3.1,37800,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Row house,Number of households,Number,223,units,0,v1596485674,57.5.4.1,38100,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Row house,Number of households,Number,223,units,0,v1596485674,57.5.4.1,51300,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Row house,Number of households,Number,223,units,0,v1596485674,57.5.4.1,58900,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596485680,57.5.5.1,23900,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596485680,57.5.5.1,34200,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596485680,57.5.5.1,6600,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596485686,57.5.6.1,439000,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596485686,57.5.6.1,455900,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596485686,57.5.6.1,568900,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596485692,57.5.7.1,161000,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596485692,57.5.7.1,171300,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596485692,57.5.7.1,166100,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Other single-attached house,Number of households,Number,223,units,0,v1596485698,57.5.8.1,1600,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Other single-attached house,Number of households,Number,223,units,0,v1596485698,57.5.8.1,1300,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Other single-attached house,Number of households,Number,223,units,0,v1596485698,57.5.8.1,500,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Movable dwelling,Number of households,Number,223,units,0,v1596485704,57.5.9.1,0,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Movable dwelling,Number of households,Number,223,units,0,v1596485704,57.5.9.1,600,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Movable dwelling,Number of households,Number,223,units,0,v1596485704,57.5.9.1,0,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,"Total, condominium status",Number of households,Number,223,units,0,v1596485506,57.5.10.1,729900,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,"Total, condominium status",Number of households,Number,223,units,0,v1596485506,57.5.10.1,808100,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,"Total, condominium status",Number of households,Number,223,units,0,v1596485506,57.5.10.1,923600,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Condominium,Number of households,Number,223,units,0,v1596485512,57.5.11.1,124700,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Condominium,Number of households,Number,223,units,0,v1596485512,57.5.11.1,169400,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Condominium,Number of households,Number,223,units,0,v1596485512,57.5.11.1,209000,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Not condominium,Number of households,Number,223,units,0,v1596485518,57.5.12.1,605200,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Not condominium,Number of households,Number,223,units,0,v1596485518,57.5.12.1,638700,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Not condominium,Number of households,Number,223,units,0,v1596485518,57.5.12.1,714600,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596485524,57.5.13.1,808100,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596485524,57.5.13.1,923500,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596485530,57.5.14.1,207400,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596485530,57.5.14.1,218700,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596485536,57.5.15.1,232000,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596485536,57.5.15.1,294400,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596485542,57.5.16.1,368700,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596485542,57.5.16.1,410400,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596485548,57.5.17.1,808000,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596485548,57.5.17.1,923600,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596485554,57.5.18.1,134800,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596485554,57.5.18.1,180300,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596485560,57.5.19.1,160400,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596485560,57.5.19.1,244200,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596485572,57.5.20.1,512800,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596485572,57.5.20.1,499100,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596485578,57.5.21.1,68700,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596485578,57.5.21.1,79500,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596485578,57.5.21.1,77300,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596485584,57.5.22.1,4800,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596485584,57.5.22.1,12200,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596485584,57.5.22.1,6500,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596485590,57.5.23.1,83600,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596485590,57.5.23.1,78500,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596485590,57.5.23.1,136400,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Moved for a new school,Number of households,Number,223,units,0,v1596485596,57.5.24.1,35900,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved for a new school,Number of households,Number,223,units,0,v1596485596,57.5.24.1,46700,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved for a new school,Number of households,Number,223,units,0,v1596485596,57.5.24.1,24400,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Moved to form own household,Number of households,Number,223,units,0,v1596485602,57.5.25.1,86700,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved to form own household,Number of households,Number,223,units,0,v1596485602,57.5.25.1,58700,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved to form own household,Number of households,Number,223,units,0,v1596485602,57.5.25.1,79500,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Moved to be closer to family,Number of households,Number,223,units,0,v1596485608,57.5.26.1,56500,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved to be closer to family,Number of households,Number,223,units,0,v1596485608,57.5.26.1,62600,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved to be closer to family,Number of households,Number,223,units,0,v1596485608,57.5.26.1,67400,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596485614,57.5.27.1,140100,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596485614,57.5.27.1,125600,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596485614,57.5.27.1,110200,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596485620,57.5.28.1,73000,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596485620,57.5.28.1,85700,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596485620,57.5.28.1,90800,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596485626,57.5.29.1,169200,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596485626,57.5.29.1,215500,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596485626,57.5.29.1,205700,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596485638,57.5.30.1,104900,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596485638,57.5.30.1,74900,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596485638,57.5.30.1,67100,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596485644,57.5.31.1,141900,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596485644,57.5.31.1,112200,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596485644,57.5.31.1,95000,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Moved for personal health reasons,Number of households,Number,223,units,0,v1596485650,57.5.32.1,44400,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved for personal health reasons,Number of households,Number,223,units,0,v1596485650,57.5.32.1,33500,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved for personal health reasons,Number of households,Number,223,units,0,v1596485650,57.5.32.1,54500,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Moved to become a homeowner,Number of households,Number,223,units,0,v1596485656,57.5.33.1,8000,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved to become a homeowner,Number of households,Number,223,units,0,v1596485656,57.5.33.1,18000,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved to become a homeowner,Number of households,Number,223,units,0,v1596485656,57.5.33.1,3300,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596485662,57.5.34.1,49600,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596485662,57.5.34.1,67000,,,,0
2018,"Toronto, Ontario",2021S0503535,Renter,Moved for another reason,Number of households,Number,223,units,0,v1596485668,57.5.35.1,11700,,,,0
2021,"Toronto, Ontario",2021S0503535,Renter,Moved for another reason,Number of households,Number,223,units,0,v1596485668,57.5.35.1,23700,,,,0
2022,"Toronto, Ontario",2021S0503535,Renter,Moved for another reason,Number of households,Number,223,units,0,v1596485668,57.5.35.1,157400,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596486130,58.3.1.1,27900,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596486130,58.3.1.1,26100,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596486130,58.3.1.1,30600,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596486196,58.3.2.1,14200,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596486196,58.3.2.1,15100,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596486196,58.3.2.1,14500,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596486262,58.3.3.1,2000,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596486262,58.3.3.1,0,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596486262,58.3.3.1,2600,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596486304,58.3.4.1,7000,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596486304,58.3.4.1,4700,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596486304,58.3.4.1,8300,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596486310,58.3.5.1,400,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596486310,58.3.5.1,1900,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596486310,58.3.5.1,900,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596486316,58.3.6.1,700,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596486316,58.3.6.1,1600,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596486316,58.3.6.1,3100,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596486322,58.3.7.1,1900,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596486322,58.3.7.1,2800,,,,0
2022,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596486322,58.3.7.1,1200,,,,0
2018,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Other single-attached house,Number of households,Number,223,units,0,v1596486328,58.3.8.1,0,,,,0
2021,"Hamilton, Ontario",2021S0503537,Owner who is a first-time homebuyer,Other single-attached house,Number of households,Number,223,units,0,v1596486328,58.3.8.1,0,,,,0
