REF_DATE,GEO,DGUID,Tenure including first-time homebuyer status,Select household characteristics,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2022,Ontario,2021A000235,Renter,One-person household,Number of households,Number,223,units,0,v1595208128,25.5.6.1,820700,,,,0
2018,Ontario,2021A000235,Renter,Two-or-more-person non-family household,Number of households,Number,223,units,0,v1595208134,25.5.7.1,119000,,,,0
2021,Ontario,2021A000235,Renter,Two-or-more-person non-family household,Number of households,Number,223,units,0,v1595208134,25.5.7.1,138600,,,,0
2022,Ontario,2021A000235,Renter,Two-or-more-person non-family household,Number of households,Number,223,units,0,v1595208134,25.5.7.1,192700,,,,0
2018,Ontario,2021A000235,Renter,"Total, age groups",Number of households,Number,223,units,0,v1595208140,25.5.8.1,1632800,,,,0
2021,Ontario,2021A000235,Renter,"Total, age groups",Number of households,Number,223,units,0,v1595208140,25.5.8.1,1754400,,,,0
2022,Ontario,2021A000235,Renter,"Total, age groups",Number of households,Number,223,units,0,v1595208140,25.5.8.1,1963600,,,,0
2018,Ontario,2021A000235,Renter,15 to 24 years,Number of households,Number,223,units,0,v1595208146,25.5.9.1,109600,,,,0
2021,Ontario,2021A000235,Renter,15 to 24 years,Number of households,Number,223,units,0,v1595208146,25.5.9.1,91400,,,,0
2022,Ontario,2021A000235,Renter,15 to 24 years,Number of households,Number,223,units,0,v1595208146,25.5.9.1,104500,,,,0
2018,Ontario,2021A000235,Renter,25 to 34 years,Number of households,Number,223,units,0,v1595207996,25.5.10.1,354700,,,,0
2021,Ontario,2021A000235,Renter,25 to 34 years,Number of households,Number,223,units,0,v1595207996,25.5.10.1,378500,,,,0
2022,Ontario,2021A000235,Renter,25 to 34 years,Number of households,Number,223,units,0,v1595207996,25.5.10.1,478500,,,,0
2018,Ontario,2021A000235,Renter,35 to 44 years,Number of households,Number,223,units,0,v1595208002,25.5.11.1,300800,,,,0
2021,Ontario,2021A000235,Renter,35 to 44 years,Number of households,Number,223,units,0,v1595208002,25.5.11.1,349700,,,,0
2022,Ontario,2021A000235,Renter,35 to 44 years,Number of households,Number,223,units,0,v1595208002,25.5.11.1,368800,,,,0
2018,Ontario,2021A000235,Renter,45 to 54 years,Number of households,Number,223,units,0,v1595208008,25.5.12.1,243800,,,,0
2021,Ontario,2021A000235,Renter,45 to 54 years,Number of households,Number,223,units,0,v1595208008,25.5.12.1,261500,,,,0
2022,Ontario,2021A000235,Renter,45 to 54 years,Number of households,Number,223,units,0,v1595208008,25.5.12.1,306400,,,,0
2018,Ontario,2021A000235,Renter,55 to 64 years,Number of households,Number,223,units,0,v1595208014,25.5.13.1,249700,,,,0
2021,Ontario,2021A000235,Renter,55 to 64 years,Number of households,Number,223,units,0,v1595208014,25.5.13.1,268200,,,,0
2022,Ontario,2021A000235,Renter,55 to 64 years,Number of households,Number,223,units,0,v1595208014,25.5.13.1,257400,,,,0
2018,Ontario,2021A000235,Renter,65 to 74 years,Number of households,Number,223,units,0,v1595208020,25.5.14.1,216700,,,,0
2021,Ontario,2021A000235,Renter,65 to 74 years,Number of households,Number,223,units,0,v1595208020,25.5.14.1,227900,,,,0
2022,Ontario,2021A000235,Renter,65 to 74 years,Number of households,Number,223,units,0,v1595208020,25.5.14.1,255300,,,,0
2018,Ontario,2021A000235,Renter,75 years and older,Number of households,Number,223,units,0,v1595208026,25.5.15.1,157900,,,,0
2021,Ontario,2021A000235,Renter,75 years and older,Number of households,Number,223,units,0,v1595208026,25.5.15.1,177200,,,,0
2022,Ontario,2021A000235,Renter,75 years and older,Number of households,Number,223,units,0,v1595208026,25.5.15.1,192900,,,,0
2018,Ontario,2021A000235,Renter,"Total, employment status",Number of households,Number,223,units,0,v1595208032,25.5.16.1,1632800,,,,0
2021,Ontario,2021A000235,Renter,"Total, employment status",Number of households,Number,223,units,0,v1595208032,25.5.16.1,1754400,,,,0
2022,Ontario,2021A000235,Renter,"Total, employment status",Number of households,Number,223,units,0,v1595208032,25.5.16.1,1963500,,,,0
2018,Ontario,2021A000235,Renter,Employed,Number of households,Number,223,units,0,v1595208038,25.5.17.1,955100,,,,0
2021,Ontario,2021A000235,Renter,Employed,Number of households,Number,223,units,0,v1595208038,25.5.17.1,898800,,,,0
2022,Ontario,2021A000235,Renter,Employed,Number of households,Number,223,units,0,v1595208038,25.5.17.1,1224600,,,,0
2018,Ontario,2021A000235,Renter,Not employed,Number of households,Number,223,units,0,v1595208044,25.5.18.1,673300,,,,0
2021,Ontario,2021A000235,Renter,Not employed,Number of households,Number,223,units,0,v1595208044,25.5.18.1,837700,,,,0
2022,Ontario,2021A000235,Renter,Not employed,Number of households,Number,223,units,0,v1595208044,25.5.18.1,711800,,,,0
2018,Ontario,2021A000235,Renter,"Total, visible minority status",Number of households,Number,223,units,0,v1595208050,25.5.19.1,1632800,,,,0
2021,Ontario,2021A000235,Renter,"Total, visible minority status",Number of households,Number,223,units,0,v1595208050,25.5.19.1,1754400,,,,0
2022,Ontario,2021A000235,Renter,"Total, visible minority status",Number of households,Number,223,units,0,v1595208050,25.5.19.1,1963600,,,,0
2018,Ontario,2021A000235,Renter,Belongs to a visible minority group,Number of households,Number,223,units,0,v1595208062,25.5.20.1,475400,,,,0
2021,Ontario,2021A000235,Renter,Belongs to a visible minority group,Number of households,Number,223,units,0,v1595208062,25.5.20.1,561400,,,,0
2022,Ontario,2021A000235,Renter,Belongs to a visible minority group,Number of households,Number,223,units,0,v1595208062,25.5.20.1,733400,,,,0
2018,Ontario,2021A000235,Renter,Does not belong to a visible minority group,Number of households,Number,223,units,0,v1595208068,25.5.21.1,1139300,,,,0
2021,Ontario,2021A000235,Renter,Does not belong to a visible minority group,Number of households,Number,223,units,0,v1595208068,25.5.21.1,1175900,,,,0
2022,Ontario,2021A000235,Renter,Does not belong to a visible minority group,Number of households,Number,223,units,0,v1595208068,25.5.21.1,1205000,,,,0
2018,Ontario,2021A000235,Renter,"Total, difficulty meeting financial needs",Number of households,Number,223,units,0,v1595208074,25.5.22.1,1632800,,,,0
2021,Ontario,2021A000235,Renter,"Total, difficulty meeting financial needs",Number of households,Number,223,units,0,v1595208074,25.5.22.1,1754300,,,,0
2022,Ontario,2021A000235,Renter,"Total, difficulty meeting financial needs",Number of households,Number,223,units,0,v1595208074,25.5.22.1,1963500,,,,0
2018,Ontario,2021A000235,Renter,Very difficult to meet financial needs,Number of households,Number,223,units,0,v1595208080,25.5.23.1,143400,,,,0
2021,Ontario,2021A000235,Renter,Very difficult to meet financial needs,Number of households,Number,223,units,0,v1595208080,25.5.23.1,181900,,,,0
2022,Ontario,2021A000235,Renter,Very difficult to meet financial needs,Number of households,Number,223,units,0,v1595208080,25.5.23.1,304200,,,,0
2018,Ontario,2021A000235,Renter,Difficult to meet financial needs,Number of households,Number,223,units,0,v1595208086,25.5.24.1,389300,,,,0
2021,Ontario,2021A000235,Renter,Difficult to meet financial needs,Number of households,Number,223,units,0,v1595208086,25.5.24.1,408100,,,,0
2022,Ontario,2021A000235,Renter,Difficult to meet financial needs,Number of households,Number,223,units,0,v1595208086,25.5.24.1,567200,,,,0
2018,Ontario,2021A000235,Renter,Neither difficult nor easy to meet financial needs,Number of households,Number,223,units,0,v1595208092,25.5.25.1,655400,,,,0
2021,Ontario,2021A000235,Renter,Neither difficult nor easy to meet financial needs,Number of households,Number,223,units,0,v1595208092,25.5.25.1,636200,,,,0
2022,Ontario,2021A000235,Renter,Neither difficult nor easy to meet financial needs,Number of households,Number,223,units,0,v1595208092,25.5.25.1,735000,,,,0
2018,Ontario,2021A000235,Renter,Easy to meet financial needs,Number of households,Number,223,units,0,v1595208098,25.5.26.1,316800,,,,0
2021,Ontario,2021A000235,Renter,Easy to meet financial needs,Number of households,Number,223,units,0,v1595208098,25.5.26.1,374500,,,,0
2022,Ontario,2021A000235,Renter,Easy to meet financial needs,Number of households,Number,223,units,0,v1595208098,25.5.26.1,262600,,,,0
2018,Ontario,2021A000235,Renter,Very easy to meet financial needs,Number of households,Number,223,units,0,v1595208104,25.5.27.1,122600,,,,0
2021,Ontario,2021A000235,Renter,Very easy to meet financial needs,Number of households,Number,223,units,0,v1595208104,25.5.27.1,151700,,,,0
2022,Ontario,2021A000235,Renter,Very easy to meet financial needs,Number of households,Number,223,units,0,v1595208104,25.5.27.1,88700,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,"Total, household type",Number of households,Number,223,units,0,v1595208476,26.3.1.1,342700,,,,0
2021,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,"Total, household type",Number of households,Number,223,units,0,v1595208476,26.3.1.1,370000,,,,0
2022,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,"Total, household type",Number of households,Number,223,units,0,v1595208476,26.3.1.1,358000,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,One-family household - couple with children,Number of households,Number,223,units,0,v1595208542,26.3.2.1,127300,,,,0
2021,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,One-family household - couple with children,Number of households,Number,223,units,0,v1595208542,26.3.2.1,113700,,,,0
2022,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,One-family household - couple with children,Number of households,Number,223,units,0,v1595208542,26.3.2.1,99500,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,One-family household - couple without children,Number of households,Number,223,units,0,v1595208596,26.3.3.1,80700,,,,0
2021,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,One-family household - couple without children,Number of households,Number,223,units,0,v1595208596,26.3.3.1,106100,,,,0
2022,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,One-family household - couple without children,Number of households,Number,223,units,0,v1595208596,26.3.3.1,98500,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,One-family household - one-parent family,Number of households,Number,223,units,0,v1595208602,26.3.4.1,18900,,,,0
2021,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,One-family household - one-parent family,Number of households,Number,223,units,0,v1595208602,26.3.4.1,14100,,,,0
2022,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,One-family household - one-parent family,Number of households,Number,223,units,0,v1595208602,26.3.4.1,22800,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,Other family household,Number of households,Number,223,units,0,v1595208608,26.3.5.1,32700,,,,0
2021,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,Other family household,Number of households,Number,223,units,0,v1595208608,26.3.5.1,57000,,,,0
2022,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,Other family household,Number of households,Number,223,units,0,v1595208608,26.3.5.1,32200,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,One-person household,Number of households,Number,223,units,0,v1595208614,26.3.6.1,69600,,,,0
2021,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,One-person household,Number of households,Number,223,units,0,v1595208614,26.3.6.1,62900,,,,0
2022,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,One-person household,Number of households,Number,223,units,0,v1595208614,26.3.6.1,95100,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,Two-or-more-person non-family household,Number of households,Number,223,units,0,v1595208620,26.3.7.1,13500,,,,0
2021,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,Two-or-more-person non-family household,Number of households,Number,223,units,0,v1595208620,26.3.7.1,16200,,,,0
2022,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,Two-or-more-person non-family household,Number of households,Number,223,units,0,v1595208620,26.3.7.1,9900,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,"Total, age groups",Number of households,Number,223,units,0,v1595208626,26.3.8.1,342800,,,,0
2021,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,"Total, age groups",Number of households,Number,223,units,0,v1595208626,26.3.8.1,370100,,,,0
2022,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,"Total, age groups",Number of households,Number,223,units,0,v1595208626,26.3.8.1,358000,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,15 to 24 years,Number of households,Number,223,units,0,v1595208632,26.3.9.1,8500,,,,0
2021,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,15 to 24 years,Number of households,Number,223,units,0,v1595208632,26.3.9.1,18100,,,,0
2022,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,15 to 24 years,Number of households,Number,223,units,0,v1595208632,26.3.9.1,11600,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,25 to 34 years,Number of households,Number,223,units,0,v1595208482,26.3.10.1,147800,,,,0
2021,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,25 to 34 years,Number of households,Number,223,units,0,v1595208482,26.3.10.1,151800,,,,0
2022,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,25 to 34 years,Number of households,Number,223,units,0,v1595208482,26.3.10.1,159000,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,35 to 44 years,Number of households,Number,223,units,0,v1595208488,26.3.11.1,101500,,,,0
2021,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,35 to 44 years,Number of households,Number,223,units,0,v1595208488,26.3.11.1,116400,,,,0
2022,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,35 to 44 years,Number of households,Number,223,units,0,v1595208488,26.3.11.1,102200,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,45 to 54 years,Number of households,Number,223,units,0,v1595208494,26.3.12.1,61600,,,,0
2021,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,45 to 54 years,Number of households,Number,223,units,0,v1595208494,26.3.12.1,50400,,,,0
2022,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,45 to 54 years,Number of households,Number,223,units,0,v1595208494,26.3.12.1,46000,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,55 to 64 years,Number of households,Number,223,units,0,v1595208500,26.3.13.1,15800,,,,0
2021,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,55 to 64 years,Number of households,Number,223,units,0,v1595208500,26.3.13.1,22100,,,,0
2022,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,55 to 64 years,Number of households,Number,223,units,0,v1595208500,26.3.13.1,32800,,,,0
2018,"Large urban population centres, Ontario",,Owner who is a first-time homebuyer,65 to 74 years,Number of households,Number,223,units,0,v1595208506,26.3.14.1,6600,,,,0
